ID,Landuse2009,D_station,D_Road,D_River,D_Open,Pop_density,DEM,Slope,Entropy,Landvalue,Area,Zone,Results,Landuse2014
1,2,855.772,35.9648,569.561,194.126,2768.07,17.785,4.43652,0.808043,8103764.338,1011.706075,2,1,2
2,1,627.341,22.2113,94.2509,95.4936,21230.9,-0.916586,49.6896,0.842065,36814204.89,240.9784392,3,3,3
3,3,74.7146,37.3087,269.31,158.922,12129.2,3.34813,1.22281,0.784119,38783507.99,2279.616479,3,1,3
4,3,67.7473,31.788,272.849,193.716,12129.2,2.03821,20.4752,0.786901,39467194,916.4236834,3,1,3
5,1,84.9993,31.6374,259.425,198.685,12129.2,-13.3475,31.7132,0.811075,38835452.87,916.4212026,3,1,1
6,1,103.297,31.4878,246.912,198.684,12129.2,-16.0578,15.0375,0.829117,39986268.76,916.4251647,3,1,1
7,1,122.169,31.3363,235.457,198.685,12129.2,-15.7338,24.1323,0.841854,38621757.83,916.3758642,3,1,1
8,3,141.387,32.396,206.584,196.311,12129.2,2.70462,14.7615,0.865177,37552042.32,2832.156006,3,1,3
9,3,206.028,20.7328,152.119,141.752,12129.2,4.0286,2.75506,0.891671,38670876.2,893.2493623,3,1,3
10,3,161.338,30.6261,179.788,151.793,12129.2,2.39456,16.187,0.880812,37832522.3,1723.717824,3,1,3
11,1,143.224,31.8617,198.773,153.14,12129.2,-12.9593,28.6691,0.849957,38368020.33,916.1126581,3,1,1
12,1,127.536,31.7876,212.23,153.141,12129.2,-16.0966,21.3588,0.829117,39986268.76,916.1241211,3,1,1
13,1,113.26,31.7127,226.674,153.14,12129.2,-13.7882,34.2696,0.813141,38585661.52,916.0289921,3,1,1
14,3,186.581,31.2547,168.903,175.905,12129.2,5.1766,2.33454,0.883982,37294085.69,1784.066419,3,1,3
15,3,41.826,26.3409,298.254,164.566,12129.2,3.84384,0.488172,0.760051,39914571.01,1376.270325,3,1,3
16,3,100.991,31.6392,241.93,153.141,12129.2,1.5394,20.9485,0.804084,38720849.72,916.031918,3,1,3
17,4,48.9913,20.0083,363.428,174.512,16500.8,4.2524,1.12182,0.67612,48097318.44,894.7983767,3,1,4
18,1,645.779,68.456,161.113,156.736,4159.78,16.9614,12.9767,0.876703,7238296.011,511.5965729,3,1,1
19,3,576.526,62.7481,157.393,157.335,4159.78,25.4597,11.1503,0.868628,6619369.958,958.8078957,3,1,3
20,1,633.797,67.0961,165.284,149.349,4159.78,14.5929,12.8447,0.874686,8962711.922,483.3529908,3,1,1
22,1,410.188,42.8,77.2832,45.8643,4159.78,18.8411,9.07961,0.794013,1382345.444,970.741961,3,1,1
23,1,501.116,33.8398,716.846,193.496,3905.26,4.85415,2.42386,0.726984,12063364.93,1556.602753,3,1,1
24,1,339.044,163.906,1029.13,152.982,3141.73,10.6812,2.42622,0.778052,2937533.939,424.2789658,3,1,1
27,3,202.274,23.549,943.74,76.843,2491.25,10.7258,3.57891,0.647128,4681.135853,426.3905626,3,1,3
28,1,453.417,8.20555,1003.36,48.9606,6627.57,15.1251,1.51722,0.884066,4994847.869,148.4239446,3,1,1
29,1,1092.36,170.848,139.564,79.8633,3587.94,24.8674,16.0772,0.721819,6274640.548,1458.324071,2,1,1
30,1,889.785,73.9057,359.14,57.4116,3773.6,44.7339,8.38675,0.471397,7861952.633,471.5226131,2,1,1
31,1,876.125,68.7656,371.361,76.7628,3773.6,44.5006,3.07656,0.458697,8476972.651,328.4105319,2,1,1
32,1,860.551,64.4426,381.955,86.1006,3773.6,44.6949,3.40571,0.441836,6932897.434,500.6346842,2,1,1
33,1,833.81,64.6284,396.179,99.8503,3773.6,45.0017,5.59194,0.449397,6675322.97,820.2085778,2,1,1
34,1,910.915,187.891,31.9478,39.2361,4100.66,18.1222,22.6787,0.827039,9830667.904,1865.693306,2,1,1
36,3,928.837,31.3502,162.32,59.1857,5755.96,29.446,8.57111,0.767935,5921213.189,865.9994398,3,1,3
37,1,1039.38,17.2666,264.651,252.271,5755.96,16.6339,4.89336,0.700653,6464984.664,474.586259,3,3,3
38,1,133.71,28.5197,2067.77,59.0929,4088.59,36.1588,11.4601,0.568168,4414100.66,344.1070565,2,1,1
39,1,105.154,90.0693,1560.39,46.2433,3125.72,36.9996,9.63528,0.823772,6275342.168,4685.121099,3,3,3
40,1,501.08,151.317,1649.74,128.897,4992.35,52.9665,8.43138,0.634256,6750266.259,306.7630437,1,1,1
41,1,1421.4,91.5094,237.895,23.4107,1485.7,3.54939,1.12818,0.90519,11333474.9,396.3921472,3,1,1
42,1,473.087,81.1332,616.732,244.022,4883.75,11.4421,3.60301,0.683682,7926306.598,949.6842601,2,1,1
43,1,613.78,23.2782,96.5727,95.194,21230.9,-5.10631,25.6582,0.841718,34005195.95,272.2928819,3,3,3
44,3,359.948,43.412,45.2881,51.0156,1450.08,10.4136,15.4769,0.856,13712133.44,2203.20439,3,1,3
45,3,536.111,60.304,60.5603,55.883,21230.9,8.51802,7.41663,0.862402,35925285.02,2628.683164,3,1,3
46,3,576.004,85.8829,21.8191,51.7963,21230.9,4.03255,7.01529,0.855926,28485976.06,3519.393689,3,1,3
47,3,504.721,76.8671,30.1043,17.047,21230.9,8.10267,9.61251,0.859953,31023678.4,2621.291,3,1,3
48,3,436.168,36.709,44.3334,30.772,59936.4,10.0055,8.82624,0.856743,33273922.55,3862.629621,3,1,3
49,3,77.3165,55.1103,334.085,40.2337,15356.8,6.83528,6.31564,0.757402,34237609.88,3664.813625,3,1,3
50,3,47.1571,21.2755,357.457,96.0888,15356.8,4.07054,2.47246,0.717288,33490568.14,458.0895627,3,1,3
51,3,107.509,20.5617,311.708,100.508,15356.8,3.73043,1.3239,0.724524,38633370.39,912.7306886,3,1,3
52,3,202.527,35.3848,186.627,42.6508,15202.3,4.01385,0.713697,0.896465,27324482.91,916.0737004,3,1,3
53,3,208.847,34.7015,168.58,42.6501,15202.3,3.91829,0.728116,0.896465,28039855.46,916.0921682,3,1,3
54,3,167.54,33.7144,188.707,87.7167,15202.3,3.75141,1.00702,0.896465,28039855.46,916.1106799,3,1,3
55,3,159.574,33.7897,206.051,87.7165,15202.3,3.88615,0.941029,0.896465,27324482.91,916.1055998,3,1,3
56,1,547.072,29.1438,181.208,10.0794,5318.26,21.9995,14.9704,0.777786,37371173.63,36.57822463,3,1,1
57,1,620.531,23.2128,94.868,94.4467,21230.9,-4.63363,31.228,0.842036,35918452.61,271.4154328,3,3,3
58,3,172.307,32.9766,347.454,49.8707,15356.8,7.38164,4.62913,0.784841,24173594.47,1505.764783,3,1,3
59,3,39.5225,38.0708,335.38,106.7,15356.8,3.8031,1.24438,0.720059,34297519.7,1369.223724,3,1,3
60,3,60.7957,32.7179,355.273,73.4143,15356.8,4.91457,2.90845,0.732256,34261404.94,916.2268236,3,1,3
61,3,96.5945,32.2906,343.468,70.4084,15356.8,4.31206,1.82562,0.731249,36576161.42,916.2218785,3,1,3
62,3,84.7883,49.021,326.9,100.515,15356.8,4.0537,1.33508,0.720442,35413616.33,456.5395612,3,1,3
63,3,96.1454,37.6374,320.608,100.51,15356.8,4.04555,0.897616,0.720522,38004456.29,456.4098568,3,1,3
64,3,152.31,32.0341,260.18,22.9058,15356.8,12.8916,4.34849,0.826335,21497578.74,913.4775716,3,1,3
65,1,222.445,26.2215,212.511,61.6031,16500.8,8.43024,4.93852,0.73231,28840091.92,161.7861043,3,3,3
66,1,219.008,23.4377,222.238,71.7386,16500.8,8.86492,5.27642,0.726115,27730158.89,133.9766674,3,3,3
67,1,208.69,23.3707,237.31,86.9366,16500.8,8.04787,5.01105,0.714907,27730158.89,133.852803,3,3,3
68,3,69.4789,32.8064,319.748,99.0647,16500.8,6.26889,8.55866,0.751987,28425812.88,773.5282355,3,1,3
69,3,51.2522,32.6822,337.292,108.944,16500.8,4.99627,1.83807,0.720163,40832622.54,819.7318639,3,1,3
70,3,37.0906,32.6397,353.332,119.57,16500.8,5.08971,0.9683,0.695789,43615634.33,636.9962304,3,1,3
71,3,6.39229,32.8636,375.549,136.11,16500.8,4.56904,2.82139,0.686435,43658289.62,1380.760924,3,1,3
72,4,26.8592,42.494,366.495,156.687,16500.8,4.68856,2.11739,0.683142,45433901.15,894.0632114,3,1,4
73,4,52.964,31.728,335.23,149.032,16500.8,4.58054,1.11947,0.698712,43816200.26,911.8310085,3,1,4
74,1,190.038,48.8717,237.078,83.8017,16500.8,6.88798,1.79014,0.722948,28038830.6,411.7225073,3,3,3
75,1,222.584,23.4586,217.211,66.6698,16500.8,8.77555,5.09631,0.728512,27730158.89,133.9696861,3,3,3
76,1,215.499,23.4163,227.266,76.8079,16500.8,7.99969,4.89438,0.721751,27730158.89,134.0039005,3,3,3
77,1,212.062,23.3915,232.289,81.8737,16500.8,7.99741,5.14859,0.718405,27730158.89,133.8035081,3,3,3
78,1,205.389,23.3499,242.332,91.9994,16500.8,7.76923,4.74123,0.711187,27730158.89,133.8042936,3,3,3
79,1,201.468,23.3462,247.887,97.5984,16500.8,8.21968,5.04321,0.710309,27730158.89,162.1885236,3,3,3
80,1,209.34,47.6274,217.774,64.5198,16500.8,7.52219,2.97152,0.727017,25278410.12,168.9891769,3,3,3
81,1,197.238,39.345,237.13,84.9128,16500.8,6.96513,2.71064,0.7195,27730158.89,172.92914,3,3,3
82,3,282.713,24.3749,80.69,133.84,8814.19,4.56959,0.86714,0.843633,38671514.21,996.3809752,3,1,3
83,3,259.302,34.0159,126.1,156.439,8814.19,5.02994,2.26091,0.852786,32286342.05,596.3135038,3,1,3
84,3,249.95,22.3428,117.16,170.31,8814.19,4.81846,1.00859,0.874191,25040934.88,581.1815571,3,1,3
85,3,271.433,22.0326,109.842,153.635,8814.19,4.94255,1.11293,0.843633,39541518.21,1589.372829,3,1,3
86,3,270.099,19.2324,68.9425,62.92,1846.01,11.2822,4.47564,0.872392,28433411.69,1302.48843,3,1,3
87,3,214.158,26.2518,96.1676,87.9058,1846.01,10.947,2.87891,0.83579,25059521.92,3784.669446,3,1,3
88,3,240.128,13.5173,144.981,137.737,1846.01,14.0081,0.880674,0.760388,21723930.08,245.1075012,3,1,3
89,3,229.354,22.589,143.583,133.762,1846.01,13.8193,1.22651,0.826058,22719666.15,129.8350321,3,1,3
90,3,254.578,34.8238,70.1036,60.4984,1846.01,10.9105,6.29436,0.872392,28433411.69,1225.165644,3,1,3
91,3,215.271,28.3424,135.508,124.251,1846.01,13.192,2.60224,0.831728,26456737.24,403.2411295,3,1,3
92,4,202.02,28.2218,132.707,121.764,1846.01,12.5017,3.67152,0.829858,27025474.24,709.2515256,3,1,4
93,3,195.435,11.1464,296.792,43.5949,1846.01,10.1553,1.04023,0.758442,17000987.94,393.4262139,3,1,3
94,3,115.685,33.6702,274.84,74.2141,1846.01,10.8225,1.63319,0.743107,16538676.8,467.9750827,3,1,3
95,3,115.538,32.152,301.066,45.7672,1846.01,10.6527,0.723585,0.750338,16177034.47,3717.82364,3,1,3
96,3,351.443,28.6392,210.742,40.7216,2133.77,6.78942,3.0428,0.702651,38575626.97,213.8698894,3,1,3
97,3,353.796,25.2479,193.213,49.5215,2133.77,5.76041,2.10059,0.713382,42477799.27,1249.537533,3,1,3
98,3,303.588,30.3573,233.95,92.8564,2133.77,7.27153,2.87568,0.710091,46603445.55,1662.412023,3,1,3
99,3,516.492,104.578,9.51507,18.0829,1608.9,2.43089,9.1416,0.792239,15152379.2,4716.011829,3,1,3
100,3,441.32,48.7407,62.3113,73.6296,1608.9,5.82361,3.46791,0.779886,19853870.37,9828.214575,3,1,3
101,3,348.996,29.0873,219.443,40.7184,2133.77,7.59598,3.11168,0.700895,29539061.1,1029.430018,3,1,3
102,3,455.623,35.5572,76.2818,45.9121,1608.9,3.87038,2.31005,0.746896,30589795.51,893.948748,3,1,3
103,3,495.079,82.5018,20.156,20.3359,2133.77,2.46441,4.75266,0.781179,8394046.767,2521.266704,3,1,3
104,3,301.207,44.6423,299.722,57.5998,2133.77,8.41846,2.40813,0.643678,32262815.58,5522.04654,3,1,3
105,3,461.448,38.1488,56.7072,65.7149,1608.9,3.84871,2.62656,0.769449,16612674.91,4190.169421,3,1,3
106,1,127.738,39.3521,127.116,46.5005,4159.78,13.7038,1.52874,0.821056,6598935.781,2106.343723,3,1,1
108,3,205.89,43.6151,83.0106,53.069,4159.78,15.3538,0.902075,0.798695,21057477.72,6389.859219,3,1,3
109,3,182.587,29.3057,63.4236,14.4791,4159.78,15.2385,1.35824,0.798695,14034985.48,1594.52686,3,1,3
111,3,169.929,27.6077,146.811,57.9053,4159.78,14.052,0.98175,0.803271,13756463.45,941.7747371,3,1,3
112,1,161.119,24.0817,146.788,70.3271,4159.78,13.6689,1.24264,0.79768,10564296.65,111.2822747,3,1,1
113,5,452.096,31.5361,136.657,88.0909,4159.78,22.3838,4.23701,0.825863,8409666.71,256.1309969,3,1,5
114,1,439.611,31.388,136.904,78.5743,4159.78,21.7623,4.17456,0.815861,8711701.59,421.3980146,3,1,1
115,3,381.465,29.0511,150.955,30.4526,4159.78,19.6755,2.99554,0.833721,9191206.543,539.372352,3,1,3
116,3,613.208,74.778,144.554,143.682,4159.78,21.1538,12.5346,0.873403,8674292.939,637.1433782,3,1,3
117,3,625.207,73.4887,147.34,145.771,4159.78,20.9549,11.9989,0.875279,8381787.373,611.179309,3,1,3
118,3,655.558,63.8995,163.186,159.962,4159.78,21.1178,12.5529,0.877553,5560254.121,384.1986613,3,1,3
119,1,510.816,64.5975,115.074,109.244,4159.78,25.5645,8.34091,0.852209,6254105.26,307.665069,3,1,1
120,1,470.719,60.7732,109.409,96.5454,4159.78,23.559,7.32411,0.831578,8106708.499,307.0847517,3,1,1
121,1,431.784,61.7529,107.92,58.7895,4159.78,20.7724,3.9477,0.810578,8990368.89,262.8223519,3,1,1
122,1,399.32,62.3972,106.173,31.2145,4159.78,19.8785,1.91925,0.792171,10065452.21,209.7853802,3,1,1
123,1,391.167,52.7472,124.417,34.1631,4159.78,19.5776,1.5774,0.8002,9445873.179,267.3335496,3,1,1
124,3,598.412,63.8701,168.463,134.088,4159.78,12.2561,11.9358,0.86987,8979347.302,786.8510507,3,1,3
125,3,620.985,65.7606,168.363,142.458,4159.78,13.3047,12.0174,0.873078,8930968.543,487.8540046,3,1,3
126,3,459.728,30.2312,139.253,103.327,4159.78,23.8103,6.02843,0.833449,7081929.289,1484.167393,3,1,3
127,3,451.05,62.0079,106.155,77.0975,4159.78,21.9388,2.51398,0.822562,8362929.295,267.0337714,3,1,3
128,4,530.902,78.4088,119.843,120.198,4159.78,21.6655,10.0692,0.858023,4668947.634,1234.194112,3,1,4
129,2,587.615,61.0463,171.326,126.761,4159.78,10.8917,10.3656,0.865535,9193969.569,379.6084777,3,1,2
130,3,540.235,59.6965,149.465,149.875,4159.78,26.1703,11.9863,0.864098,6296665.873,1141.411173,3,1,3
131,1,415.146,31.3689,139.331,61.0732,4159.78,20.7735,3.97291,0.806517,9234224.255,825.8842247,3,1,1
132,1,389.733,32.7218,143.237,41.882,4159.78,20.089,2.09276,0.819,9229211.515,478.3644805,3,1,1
133,3,488.29,45.1137,130.978,124.975,4159.78,25.8918,5.76057,0.844369,4725041.849,1549.624405,3,1,3
134,1,520.122,41.0933,147.599,142.416,4159.78,27.8816,5.55073,0.855086,6729712.278,611.7913043,3,1,1
135,3,148.544,18.6793,643.826,38.4945,1665.87,38.5667,12.7566,0.842858,34020723.89,137.6559605,3,1,3
136,3,130.674,19.9945,657.446,47.2452,1665.87,34.3048,14.8888,0.842858,34020723.89,963.3581613,3,1,3
137,3,134.947,32.4982,623.372,19.9478,1665.87,34.5434,14.094,0.842858,34020723.89,1419.231388,3,1,3
138,3,248.915,77.631,268.55,30.0389,1608.9,12.4654,5.99271,0.609273,28704089.92,1253.065466,3,1,3
139,3,276.522,70.2696,257.002,46.3946,1608.9,13.2477,5.78174,0.619929,29077734.79,325.1863906,3,1,3
140,3,283.793,62.2243,252.534,53.7517,1608.9,13.823,5.37158,0.628718,30180571.94,325.2449678,3,1,3
141,3,211.034,77.7969,293.883,20.1955,1608.9,10.4312,7.61127,0.620598,21826656,1363.11504,3,1,3
142,3,194.805,60.4994,311.339,30.7252,1608.9,10.0462,11.0284,0.597,29237006.48,812.0142982,3,1,3
143,3,148.935,29.9911,347.216,22.1256,1608.9,11.1495,9.17065,0.549605,32052324.65,1784.364806,3,1,3
144,3,290.208,30.449,246.946,74.3528,1608.9,16.945,8.99812,0.644607,30740055.95,2499.783997,3,1,3
145,3,443.829,31.3931,54.8071,44.8695,1608.9,7.25989,5.78119,0.799772,45351257.85,2217.532788,3,1,3
146,3,514.11,82.7461,5.45073,6.10297,1608.9,1.92676,12.7343,0.812404,12047052.7,1031.651315,3,1,3
147,3,441.654,43.0051,53.4544,54.7983,1608.9,6.01497,5.06774,0.803179,29958390.62,2072.957446,3,1,3
148,3,516.632,91.1904,6.74327,7.96117,1608.9,3.1242,13.2188,0.808538,21320402.51,411.0157748,3,1,3
149,3,450.794,66.7874,16.8185,17.1804,1608.9,6.15748,6.12411,0.80611,25682285.52,3375.847525,3,1,3
150,3,283.317,22.987,285.949,32.1037,1608.9,21.8946,6.24312,0.646112,30743478.78,922.8370626,3,1,3
151,3,263.962,34.4724,288.479,42.7447,1608.9,18.7644,7.95693,0.646112,29665235.78,909.8435382,3,1,3
152,4,631.497,28.4109,69.5306,71.537,21230.9,9.0915,12.8621,0.831371,51968592.47,338.7608677,3,1,4
153,3,655.924,28.4798,72.1403,92.5765,21230.9,9.43751,10.7322,0.840116,52661835.22,341.5551091,3,1,3
154,3,652.003,28.5221,73.8494,100.076,21230.9,9.19132,8.75202,0.842336,51949793.08,342.5233185,3,1,3
155,1,544.518,19.0848,191.668,7.04527,5318.26,21.9557,1.97867,0.777786,37684397.25,103.617771,3,1,1
156,3,381.35,30.6441,150.487,56.8096,39966.8,16.2158,4.13892,0.737263,42711108.76,2441.527857,3,1,3
157,3,354.489,30.2933,212.832,49.1644,5318.26,19.6322,5.3635,0.723809,23948690.14,1637.59826,3,1,3
158,3,341.913,29.4383,252.331,42.6046,5318.26,24.473,8.74644,0.723809,16677361.32,1809.769592,3,1,3
159,3,455.731,38.5971,89.9043,80.1522,39966.8,11.9169,8.32305,0.770888,34762250.74,1707.267502,3,1,3
160,4,647.746,28.441,71.2532,85.2573,21230.9,9.0536,11.9432,0.838037,54254005.46,340.5972249,3,1,4
161,3,599.263,29.4134,68.1831,56.4971,21230.9,10.0112,16.5241,0.8292,50003185.6,1477.284221,3,1,3
162,4,549.22,24.9066,147.372,19.6053,5318.26,16.4502,5.27429,0.790172,24437760.36,956.0819443,3,1,4
163,4,643.974,29.4117,76.3866,94.8138,21230.9,8.92848,7.58913,0.843045,52225425.61,435.4500184,3,1,4
164,3,593.775,29.4763,225.358,62.362,6126.87,19.1153,2.72965,0.783321,20045738.5,242.8080534,3,1,3
165,3,430.127,38.7745,292.83,24.7848,6126.87,23.1888,6.18119,0.756691,10856336.22,4020.551453,3,1,3
166,3,534.45,29.7042,236.251,11.9695,6126.87,21.4287,5.5861,0.775243,14273225.32,963.1628197,3,1,3
167,3,576.078,29.5299,227.338,50.4934,6126.87,19.4476,2.97525,0.780597,20544819.03,712.2289527,3,1,3
168,3,605.843,27.1177,219.648,79.0779,6126.87,18.8759,0.806313,0.787715,18915741.2,964.6755643,3,1,3
169,4,558.381,29.6102,230.696,32.7906,6126.87,20.1363,4.02403,0.776948,21291165.33,712.2242163,3,1,4
170,3,286.608,39.6046,369.921,124.306,2133.77,7.69229,2.31318,0.541177,70151409.49,306.0772903,3,1,3
171,3,296.986,23.4742,350.443,103.222,2133.77,8.13673,2.48526,0.541177,67622584.98,143.736174,3,1,3
172,3,22.7023,50.8389,361.029,185.246,2133.77,3.42576,1.14624,0.689362,35842271.57,193.3933266,3,1,3
173,4,15.3059,24.2112,341.595,170.613,2133.77,3.59876,1.39388,0.715537,47159919.93,171.6977023,3,1,4
174,3,170.039,26.5706,217.814,133.095,2133.77,6.83853,2.16767,0.774923,32674773.57,1356.873797,3,1,3
175,3,154.91,34.3965,245.397,151.192,2133.77,6.10439,3.97081,0.774923,31866969.47,682.6487781,3,1,3
176,3,158.493,30.7607,415.279,208.315,2133.77,4.12662,3.4514,0.647012,26281862.47,384.6217736,3,1,3
177,3,199.739,32.3273,355.178,137.687,2133.77,5.99857,1.1962,0.563198,35023940.36,463.6882587,3,1,3
178,3,207.177,32.3074,346.959,127.765,2133.77,5.77915,2.06475,0.574862,35160231.74,463.6613629,3,1,3
179,3,214.83,32.2901,338.838,117.87,2133.77,5.89983,3.09746,0.6039,36372826.71,463.6712341,3,1,3
180,3,162.84,32.676,327.069,132.514,2133.77,5.3203,2.88195,0.576965,35531707.48,1692.079857,3,1,3
181,4,45.346,49.8238,355.86,206.393,2133.77,3.41466,2.1705,0.693822,35702655.82,147.8523979,3,1,4
182,3,194.396,26.7957,291.272,92.7151,2133.77,6.96698,2.86145,0.613173,36744628.36,1554.357464,3,1,3
183,4,34.8907,24.2301,331.929,183.767,2133.77,3.54057,1.70508,0.68786,37692555.96,297.0811556,3,1,4
184,3,215.742,30.5004,301.633,90.4546,2133.77,6.80108,3.08423,0.609712,36630157.34,463.7019418,3,1,3
185,3,244.997,19.1785,130.288,172.295,8814.19,4.69356,2.11035,0.874191,27473687.45,343.1816362,3,1,3
188,4,200.017,28.2076,130.651,120.822,1846.01,12.5915,2.95118,0.827622,25885543.46,111.0934864,3,1,4
189,3,223.168,28.5041,137.155,126.272,1846.01,13.5245,1.88189,0.830358,24827955.33,313.1989545,3,1,3
190,3,233.051,21.9584,144.593,135.799,1846.01,13.9031,1.00892,0.793638,20152357.25,116.8908634,3,1,3
191,3,236.576,20.2843,144.907,136.673,1846.01,13.9134,1.2419,0.773678,21367620.39,116.9277783,3,1,3
192,3,249.768,17.6343,130.285,122.725,1846.01,13.7813,3.12633,0.795609,22419649.16,49.96676635,3,1,3
193,4,199.852,26.7668,131.822,122.194,1846.01,11.6537,4.87887,0.813037,24937679.93,8.519383839,3,1,4
194,3,352.172,28.4118,206.541,41.4993,2133.77,6.51721,2.63761,0.709508,41177075.17,414.4515874,3,1,3
196,1,177.24,45.0757,127.459,57.5311,4159.78,14.2076,1.29762,0.800152,13537026.3,99.93992218,3,1,1
197,1,165.507,24.0541,147.938,73.182,4159.78,13.7641,1.25358,0.800152,13537026.3,111.2801166,3,1,1
198,1,173.15,46.7271,124.73,52.7327,4159.78,14.1715,1.40344,0.79768,10564296.65,116.2791965,3,1,1
199,2,573.472,55.7994,172.631,124.426,4159.78,9.73798,9.53523,0.862565,9346410.569,406.1556957,3,3,3
200,3,600.823,88.1246,130.696,130.435,4159.78,18.1732,14.7764,0.868697,6457744.892,387.6417266,3,1,3
201,1,520.858,66.9951,116.682,111.695,4159.78,24.6726,11.2951,0.852433,6622480.69,307.8224489,3,1,1
202,1,441.416,61.8149,106.606,67.9101,4159.78,21.453,4.14521,0.812929,8755918.187,262.9884403,3,1,1
203,1,422.156,61.7967,110.063,49.6673,4159.78,20.1521,2.64461,0.798279,9799373.632,262.5490807,3,1,1
204,1,395.165,58.971,115.291,32.6901,4159.78,19.8639,2.01867,0.792392,10065452.21,238.3876824,3,1,1
205,3,291.107,54.1794,248.245,61.2828,1608.9,13.9056,5.3139,0.645389,31393492.42,325.2565645,3,1,3
206,3,639.604,28.4255,70.3924,78.2052,21230.9,9.14262,12.963,0.835702,55893678.54,339.6246118,3,1,3
207,1,550.496,19.0989,189.552,13.0926,5318.26,21.9107,0.738816,0.777786,37371173.63,103.1989622,3,1,1
208,3,599.809,29.4488,224.351,68.3972,6126.87,18.7357,1.1824,0.786483,20972179.54,242.8174182,3,1,3
209,3,37.5471,40.7813,374.887,195.69,2133.77,3.48368,1.29817,0.691576,38837405.54,199.1918811,3,1,3
210,4,29.7654,49.6622,367.866,190.297,2133.77,3.45609,1.2454,0.707413,35757360.35,193.4247202,3,1,4
211,3,17.2245,42.036,354.216,180.477,2133.77,3.44791,1.21679,0.700104,35996490.26,195.7382283,3,1,3
212,1,15.2688,33.1045,348.252,174.828,2133.77,3.49943,1.19679,0.750055,40566944.75,177.3059091,3,1,1
213,4,18.1501,15.329,335.049,166.773,2133.77,3.72472,1.10459,0.691808,51014406.89,176.8190075,3,1,4
214,1,44.5669,22.2727,324.214,191.798,2133.77,3.80364,1.775,0.65504,38078465.8,218.1193789,3,1,1
215,1,41.0285,51.0492,349.17,201.74,2133.77,3.43159,2.2969,0.687401,35784536.76,147.8291483,3,1,1
216,1,38.1891,42.1376,342.052,197.288,2133.77,3.40398,1.83065,0.681589,35970101.73,153.2511751,3,1,1
217,3,50.8174,40.9432,360.508,211.383,2133.77,3.36776,1.32327,0.681392,38304330.71,152.2978107,3,1,3
218,1,92.9674,42.3614,409.825,238.207,2133.77,-3.49605,13.3028,0.600287,15914201.42,3854.03019,3,3,3
219,3,222.677,30.6228,308.388,90.6394,2133.77,6.67812,3.02247,0.602712,35920460.73,463.4862133,3,1,3
220,3,60.484,31.2798,346.531,220.397,2133.77,3.82526,1.17096,0.664738,38555178.83,1345.763879,3,1,3
221,2,54.2571,33.801,325.427,208.264,2133.77,4.00175,0.699657,0.646518,35698029.36,733.0842528,3,3,3
222,3,192.542,32.3449,363.493,147.63,2133.77,5.81741,2.65098,0.559662,34604947.02,463.6775036,3,1,3
223,3,70.4176,29.2789,312.565,220.895,2133.77,4.01627,0.491171,0.67112,34938151.79,594.6011612,3,1,3
224,3,45.927,22.5301,379.65,213.975,2133.77,3.47704,1.56097,0.667329,44209867.86,1077.65171,3,1,3
225,3,167.597,34.7765,135.169,134.06,4159.78,12.9538,4.55401,0.786988,17457325.09,885.4107261,3,1,3
226,3,174.603,34.6319,115.001,114.014,4159.78,14.0915,3.89863,0.817068,20644714.46,891.349075,3,1,3
227,3,194.333,28.3489,87.9195,86.3609,4159.78,14.8668,0.811521,0.854459,22998042.53,1088.921825,3,1,3
228,3,212.278,22.2801,57.2944,56.0005,4159.78,14.6298,2.89425,0.870103,25610042.45,868.0064564,3,1,3
229,3,195.914,27.0934,60.9246,62.8394,4159.78,14.3853,2.92652,0.872672,24578825.42,506.0520741,3,1,3
230,3,126.866,59.7289,137.401,135.577,4159.78,12.8404,3.00294,0.789124,18746642.93,871.3478401,3,1,3
231,3,135.988,76.8636,117.555,115.441,4159.78,13.8868,2.86222,0.805242,19361330.69,876.0013373,3,1,3
232,3,234.314,30.4919,114.033,113.764,1846.01,14.8896,1.91129,0.861485,19599235.45,918.4746729,3,1,3
233,3,240.903,19.4866,76.8725,73.6269,1846.01,14.724,2.40197,0.87558,24728301.52,1391.806058,3,1,3
234,1,216.5,24.1549,187.383,95.9885,1846.01,12.2486,0.861502,0.765875,17279007.39,125.5958207,3,1,1
235,3,264.655,24.4041,175.517,120.086,1846.01,12.8917,2.1107,0.774722,22088342.87,777.8155911,3,1,3
236,1,258.203,24.4473,179.833,111.473,1846.01,12.6284,2.16287,0.773982,21529279.71,203.948252,3,1,1
237,3,306.569,38.3114,66.6268,67.6274,1846.01,12.8207,3.81299,0.8769,16752677.89,1228.69546,3,1,3
238,3,262.969,38.3069,72.6081,74.9096,1846.01,14.5113,3.37699,0.875279,18870750.53,1349.822249,3,1,3
239,3,284.223,38.1078,69.636,74.6927,1846.01,13.1805,5.38977,0.875478,19001682.33,1344.94569,3,1,3
240,4,278.626,76.1918,105.573,106.55,1846.01,14.333,2.75218,0.861651,19692758.16,916.0670084,3,1,4
241,3,164.628,27.7651,63.774,61.1128,4159.78,14.6494,1.72946,0.873743,22923620.12,1707.91796,3,1,3
242,3,147.374,60.2727,95.1889,93.5946,4159.78,14.5453,1.40513,0.845124,22384882.76,1278.025903,3,1,3
