ID,Landuse2009,D_station,D_Road,D_River,D_Open,Pop_density,DEM,Slope,Entropy,Landvalue,Area,Zone,Results,Landuse2014
2785,1,982.593,224.143,1217.07,187.602,2976.26,20.3455,10.8985,0.515249,7236241.709,606.5318114,1,1,1
2786,1,996.826,215.617,1225.19,184.429,2976.26,17.4634,7.27115,0.524608,6796763.291,605.9356967,1,1,1
2787,1,1008.54,209.078,1232.06,182.694,2976.26,16.3845,8.60229,0.528529,6957048.704,403.6357593,1,1,1
2788,1,1009.02,204.253,1237.62,181.921,2976.26,14.8797,6.45365,0.535361,7284500.758,403.3511039,1,1,1
2789,1,1010.27,185.084,1248.91,181.683,2976.26,13.6382,4.90816,0.543946,7214918.495,402.8987208,1,1,1
2790,1,1011.91,164.982,1260.42,181.661,2976.26,13.4961,8.22517,0.54276,7185591.964,402.3598529,1,1,1
2791,1,1042.73,140.658,1286.76,177.909,2976.26,18.4135,9.60351,0.538465,7555825.008,387.586626,2,1,1
2792,1,1032.75,140.625,1278.66,172.742,2976.26,17.512,9.22935,0.538364,7566973.987,387.7005925,2,1,1
2793,1,1022.77,140.591,1270.58,168.014,2976.26,17.1296,8.79224,0.540737,7411984.347,387.8259396,2,1,1
2794,1,1002.82,140.55,1254.52,157.241,2976.26,15.1777,9.39329,0.548391,6811463.391,389.8315618,2,1,1
2795,1,974.502,130.464,1239.83,133.41,2976.26,13.4685,9.73053,0.555292,7451629.911,391.7421365,2,1,1
2796,1,972.228,136.4,1228.59,131.236,2976.26,10.7968,9.53183,0.555224,6895784.447,413.6370944,2,1,1
2797,1,970.343,152.637,1224.68,141.215,2976.26,10.525,7.06974,0.547192,7190207.415,821.8030174,2,1,1
2798,1,967.816,172.208,1201.35,141.925,2976.26,16.241,8.25739,0.532052,7214054.161,820.2708856,2,1,1
2799,1,1741.41,34.3479,2258.26,46.5202,3894.74,27.2417,7.90862,0.584497,5321335.559,1455.026154,1,1,1
2800,1,1713.96,29.5645,2226.12,66.5159,3894.74,23.5281,7.56233,0.531587,4673909.286,888.1068498,1,1,1
2801,1,1702.29,38.2847,2204.25,88.0324,3894.74,20.4571,8.88427,0.51311,3818055.181,916.2195266,1,1,1
2802,1,1690.7,34.7573,2191.35,100.321,3894.74,18.6309,7.94549,0.482817,4463448.128,809.2046852,1,1,1
2803,1,1677.43,30.9758,2177.58,114.654,3894.74,17.1641,6.81498,0.456868,4696949.781,800.0666144,1,1,1
2804,1,1662.23,26.6274,2161.81,132.133,3894.74,15.423,5.79539,0.42955,4652812.299,747.2240024,1,1,1
2805,1,1641.76,21.3777,2141.22,156.097,3894.74,14.5007,3.38794,0.428336,4288790.752,771.6081011,1,1,1
2806,1,1741.42,30.5299,2154.3,148.108,3894.74,18.4361,8.50426,0.416817,4722175.148,500.1176662,1,1,1
2807,1,1752.89,34.7061,2159.49,148.422,3894.74,19.1989,9.07856,0.4198,4271800.728,600.4031834,1,1,1
2808,1,1775.73,61.5517,2189.88,132.211,3894.74,21.4098,7.17626,0.451834,3970678.898,850.0619225,1,1,1
2809,1,1778.22,31.2916,2167.98,162.649,3894.74,24.6759,7.27141,0.415641,4120122.745,773.8262318,1,1,1
2810,1,1794.08,33.6695,2185.35,163.561,3894.74,24.7237,7.25418,0.456766,3732708.608,412.8796462,1,1,1
2811,1,1804.66,33.4971,2197.93,168.582,3894.74,23.7919,8.70133,0.472431,3763578.525,392.2952801,1,1,1
2812,1,1804.1,59.1288,2208.77,140.029,3894.74,20.9165,7.92542,0.455958,3687704.969,411.0852207,1,1,1
2813,1,1800.81,69.6061,2217,129.995,3894.74,20.0306,2.727,0.475222,3599766.532,411.0903726,1,1,1
2814,1,1782.57,63.4979,2265.79,73.0173,3894.74,24.3961,7.57773,0.609967,5917260.762,397.685109,1,1,1
2815,1,1736.64,66.0123,2218.2,87.9805,3894.74,19.8783,9.78236,0.53418,4603586.366,1084.906976,1,1,1
2816,1,1701.03,19.4312,2140.82,152.582,3894.74,17.1007,6.9642,0.416718,4170120.618,520.200497,1,1,1
2817,1,1778.85,28.4407,2290.38,38.3952,3894.74,30.222,6.87001,0.703917,7464556.006,389.1981296,1,1,1
2818,1,1796.74,28.1074,2308.09,38.0525,3894.74,30.0924,9.22655,0.710316,7914728.793,364.4682974,1,1,1
2819,1,1788.8,53.1468,2279.86,63.0996,3894.74,25.6882,9.74866,0.680473,7334986.271,452.2171168,1,1,1
2820,1,1066.23,130.523,1476.21,158.908,4001.74,16.1005,10.45,0.537219,5845286.371,406.6801611,1,1,1
2821,1,1071.65,95.0228,1482.35,145.165,4001.74,19.551,10.2677,0.527178,6765127.731,415.308047,1,1,1
2822,1,1079.7,84.7417,1490.1,150.842,4001.74,21.2376,10.5264,0.510651,6499401.85,415.0679633,1,1,1
2823,1,1087.78,74.4605,1497.88,156.987,4001.74,22.3365,7.74634,0.49437,5910568.504,414.9730515,1,1,1
2824,1,1118.38,28.5869,1529.74,185.587,4001.74,20.463,10.3687,0.462097,6311377.695,407.0942112,1,1,1
2825,1,1130.84,28.474,1542.7,199.112,4001.74,22.0232,9.27682,0.464655,5797025.694,406.7352935,1,1,1
2826,1,1143.52,28.4005,1555.82,213.682,4001.74,22.1011,9.8826,0.466193,7081904.862,406.2946943,1,1,1
2827,1,975.362,14.2257,1293.73,300.405,4629.72,37.3941,14.4383,0.505728,8901747.497,468.047694,1,1,1
2828,1,960.661,28.9217,1281.99,298.003,4629.72,41.0724,16.854,0.511763,8881302.081,575.7357114,1,1,1
2829,1,934.682,58.2917,1258.71,282.206,4629.72,47.2731,14.5727,0.503581,8734655.393,516.7456894,1,1,1
2830,1,918.66,73.8435,1246.06,269.048,4629.72,48.6708,17.0487,0.495124,9157205.723,630.5233165,1,1,1
2831,1,907.252,85.8423,1234.21,256.947,4629.72,49.0025,18.2462,0.498231,9474298.485,449.7698503,1,1,1
2832,1,895.878,96.354,1224.39,247.122,4629.72,49.4007,19.3324,0.499126,10343774.6,449.1790018,1,1,1
2833,1,884.54,107.327,1214.63,237.565,4629.72,49.8577,18.8472,0.498884,10616433.88,448.6277583,1,1,1
2834,1,873.237,118.633,1204.91,228.308,4629.72,50.8291,17.6696,0.4986,10889093.66,448.1170752,1,1,1
2835,1,861.971,130.185,1195.25,219.389,4629.72,51.837,16.4794,0.499485,11013606.13,447.5725288,1,1,1
2836,1,850.744,141.924,1185.65,210.852,4629.72,51.6187,16.5197,0.502054,10899906.96,447.0341509,1,1,1
2837,1,839.073,154.091,1175.87,202.576,4629.72,53.0551,14.5046,0.506039,10612685.74,467.2743485,1,1,1
2838,1,801.144,180.966,1138.7,182.271,4629.72,50.8489,13.9375,0.517845,8403414.361,452.6900518,1,1,1
2839,1,792.402,181.095,1131.35,178.004,4629.72,50.7277,12.7185,0.513868,8178513.914,451.0447383,1,1,1
2840,1,775.013,181.353,1116.78,170.931,4629.72,48.4977,14.0908,0.504766,7117368.005,447.9286364,1,1,1
2841,1,759.997,181.646,1103.87,165.789,4629.72,44.1385,16.5285,0.497587,7244884.255,306.8749249,1,1,1
2842,1,748.327,180.832,1094.89,164.352,4629.72,40.0093,18.4343,0.494579,7012967.024,487.4981437,1,1,1
2843,1,771.184,135.767,1062.66,192.597,4629.72,34.6305,13.9086,0.494579,7012967.024,509.2629366,1,1,1
2844,1,780.41,136.007,1070.36,202.465,4629.72,36.3744,13.4362,0.497253,7138392.354,461.4118035,1,1,1
2845,1,797.299,136.302,1085.15,214.079,4629.72,36.5638,17.0787,0.504766,7117368.005,458.538719,1,1,1
2846,1,805.801,136.167,1092.61,216.662,4629.72,36.4165,18.9102,0.509369,7588953.058,457.0822275,1,1,1
2847,1,814.337,136.032,1100.12,219.675,4629.72,35.8991,19.7582,0.513868,8178513.914,455.6134208,1,1,1
2848,1,822.908,135.897,1107.66,223.101,4629.72,35.9668,19.7806,0.517432,8359792.86,454.2160917,1,1,1
2849,1,830.235,137.198,1116.22,225.623,4629.72,37.2162,19.9865,0.515429,7996938.057,481.5677863,1,1,1
2850,1,838.581,137.372,1124.04,229.57,4629.72,37.8279,19.0619,0.511864,7143335.531,486.381516,1,1,1
2851,1,866.886,133.396,1146.98,248.761,4629.72,33.0277,18.9178,0.523869,8785868.197,696.6887997,1,1,1
2852,1,896.452,126.188,1179.97,260.558,4629.72,35.3208,18.2316,0.52372,10919340.4,347.9664568,1,1,1
2853,1,990.366,19.3815,1265.11,340.253,4629.72,34.1912,11.597,0.515455,10924563.48,414.1469391,1,1,1
2854,1,971.679,39.8924,1249.24,323.706,4629.72,36.5484,8.1707,0.526458,9334114.512,440.1300645,1,1,1
2855,1,911.354,109.228,1193.38,271.786,4629.72,35.2459,21.5441,0.521404,10235976.78,347.773485,1,1,1
2856,1,921.421,110.816,1181.01,287.141,4629.72,26.659,16.4463,0.520051,9777532.974,346.9974447,1,1,1
2857,1,827.55,167.362,1164.68,195.864,4629.72,52.9326,14.2162,0.512004,9798496.334,519.7457951,1,1,1
2858,1,1001.59,18.7026,1252.47,353.119,4629.72,30.8004,9.77335,0.511013,11160732.45,372.5624207,1,1,1
2859,1,991.228,33.8206,1240.9,341.531,4629.72,31.3084,18.3751,0.517751,10949287.17,235.3855111,1,1,1
2860,1,892.042,123.073,1153.96,266.633,4629.72,28.9535,19.5592,0.526701,10151750.45,347.8084578,1,1,1
2861,1,881.628,143.174,1166.65,249.993,4629.72,36.0919,18.4187,0.525772,10151750.45,348.1505381,1,1,1
2862,1,848.828,23.282,1226.84,55.5103,3338.87,34.4129,3.77861,0.652227,6813678.29,749.0447148,2,1,1
2863,1,858.682,27.6729,1232.27,85.3001,3338.87,31.3721,8.72415,0.659064,5892180.133,497.9028693,2,1,1
2864,1,868.926,25.5442,1238.27,96.58,3338.87,31.1039,7.25461,0.659751,6124719.984,386.7771234,2,1,1
2865,1,845.719,60.6974,1198.67,99.6836,3338.87,29.0051,8.72869,0.657834,6569234.933,463.7655386,1,1,1
2866,1,765.799,122.794,1126.77,135.612,3338.87,22.5544,12.4062,0.634181,5436525.621,727.4328369,1,1,1
2867,1,745.82,139.28,1107.95,149.888,3338.87,19.6202,10.8811,0.608952,6701523.261,728.1792295,1,1,1
2868,1,686.511,187.472,1056.9,196.729,3338.87,13.5138,8.4628,0.590721,7191235.159,418.4952604,1,1,1
2869,1,687.433,174.365,1064.96,183.724,3338.87,12.6209,8.51367,0.564128,7451446.3,601.1427736,1,1,1
2870,1,704.617,160.606,1075.9,170.242,3338.87,14.761,10.2227,0.542935,8351198.759,391.8727838,1,1,1
2871,1,715.589,150.078,1086.87,159.654,3338.87,16.7085,11.1582,0.561561,7029468.215,447.2062432,1,1,1
2872,1,728.097,136.004,1101.66,145.48,3338.87,19.2252,10.1198,0.576242,6890474.694,685.7684397,1,1,1
2873,1,747.567,119.084,1120.06,128.361,3338.87,22.8428,10.5241,0.608952,6701523.261,716.5216665,1,1,1
2874,1,767.534,102.525,1138.85,111.803,3338.87,25.6491,7.97543,0.628994,5436525.621,717.6932033,1,1,1
2875,1,787.503,85.9994,1157.68,96.1324,3338.87,28.5306,7.23309,0.653414,5779103.389,718.8751544,1,1,1
2876,1,807.474,69.4743,1176.54,82.187,3338.87,31.0302,8.33907,0.652079,6201646.695,720.0977291,1,1,1
2877,2,1829.07,85.734,2754.26,93.1699,3309.82,21.3581,7.07726,0.667049,5340146.668,611.882919,1,1,2
2878,2,980.226,30.4816,1289.11,44.8569,1701.31,13.0383,6.90267,0.594571,6823003.954,809.8833544,2,1,2
2879,2,911.088,42.7987,1209.69,85.5295,1701.31,7.62125,10.0206,0.584982,8438192.701,505.1019381,2,1,2
2880,2,1069.38,76.2259,1344.26,146.644,1701.31,23.7884,5.4891,0.579822,7731467.893,939.7945414,2,1,2
2881,2,1195.1,69.3823,1504.85,214.717,1701.31,7.93248,3.45727,0.658605,7318470.608,607.0291426,1,1,2
2882,2,1180.55,69.349,1492.63,199.701,1701.31,7.96032,3.34098,0.631566,6664330.648,607.0417509,1,1,2
2883,2,1283.45,136.483,1605.82,303.159,5289.86,10.9361,5.3056,0.667419,8101210.486,1016.491391,2,1,2
2884,2,1241.19,29.7563,1530.5,263.652,1701.31,9.67884,4.59496,0.691572,6290312.981,735.7980571,2,1,2
2885,2,1016.96,40.4379,1326.94,89.2288,1701.31,18.3861,5.31557,0.590355,7037993.306,1618.360926,2,1,2
2886,2,1019.47,18.7937,1384.35,81.2999,5289.86,5.47782,1.81744,0.585155,6888751.865,810.0482073,2,1,2
2887,2,1077.9,30.8215,1373.67,130.419,1701.31,18.3253,8.29587,0.578664,7305163.554,1168.115593,2,1,2
2888,2,1146.26,31.0731,1427.53,193.389,1701.31,18.4376,10.52,0.616606,7681026.615,807.7014144,2,1,2
2889,2,1005,29.7862,1334.41,30.1971,1701.31,11.8605,5.88209,0.606135,5632195.884,809.894583,2,1,2
2890,2,1098.07,36.4702,1468.38,150.881,5289.86,8.50207,7.84252,0.594661,6516656.464,1095.220948,2,1,2
2891,2,1036.4,36.2949,1397.43,84.9796,5289.86,5.49789,2.06838,0.585637,6327713.919,613.0210723,2,1,2
2892,2,1180.27,29.1236,1479.63,211.25,1701.31,11.4372,4.56402,0.659937,6975569.34,809.3929611,2,1,2
2893,2,1201.71,26.3159,1566.44,243.164,5289.86,14.9813,6.83981,0.605796,7924601.945,727.2294915,2,1,2
2894,2,1255.23,37.8197,1608.86,284.964,5289.86,16.3015,7.0439,0.593175,7728941.553,1116.283336,2,1,2
2895,2,931.195,30.2839,1253.33,40.2047,1701.31,9.73537,6.53882,0.58709,6656231.217,1213.39399,2,1,2
2896,2,1102.46,86.2273,1456.36,132.494,5289.86,6.5668,1.88539,0.596348,6637686.898,1221.602304,2,1,2
2897,2,2189.27,107.411,2569.58,139.71,2970.31,47.8743,13.0079,0.501485,3285519.93,1007.957834,2,1,2
2898,3,1996.3,51.4801,2406.91,131.699,2970.31,49.7583,14.4513,0.459989,3788537.086,2063.348648,1,1,3
2899,2,1979.4,49.3791,2341.32,74.517,2970.31,56.7402,16.6417,0.519491,6015392.705,898.552929,2,1,2
2900,2,1852.52,68.6465,2262.58,119.019,3510.9,38.0328,11.3154,0.410558,8400384.504,803.7952083,2,1,2
2901,2,1672.32,125.892,2083.79,325.855,3894.74,37.365,8.22478,0.393958,7064141.245,1334.853061,2,1,2
2902,2,1423.95,31.4292,1823.89,503.347,3699.84,42.8607,9.24606,0.449783,8935260.742,385.2792514,1,1,2
2903,2,1403.23,75.6508,1801.89,446.089,3699.84,36.5384,11.1133,0.445852,7587363.437,1198.496628,1,1,2
2904,2,1440.68,120.067,1831.07,427.789,3699.84,29.7626,6.69308,0.447995,7687419.733,799.2706021,2,1,2
2905,2,942.497,62.0669,1329.27,172.548,3501.07,27.7557,10.4072,0.630919,6240132.023,1237.87078,1,1,2
2906,2,908.982,32.0808,1284.7,63.6979,3338.87,27.1601,13.5159,0.665466,5839623.686,666.744469,1,1,2
2907,2,907.084,56.4773,1273.4,68.1034,3360.63,5.12624,1.52098,0.581592,6659212.153,996.0952906,1,1,2
2908,2,987.551,25.4791,1366.22,111.675,3360.63,5.04452,2.16256,0.564416,4633211.73,501.1414402,1,1,2
2909,2,943.674,59.9291,1321.04,99.8675,3360.63,4.67097,2.0452,0.547417,4119724.559,813.5079477,1,1,2
2910,2,883.503,75.5012,1253.95,87.2249,3360.63,4.84322,1.24595,0.586176,6091416.265,1037.607386,1,1,2
2911,2,873.376,46.7424,1232.06,63.9561,3360.63,4.4165,1.25574,0.585046,6251244.13,1028.688217,2,1,2
2912,2,2129.93,39.522,2493.69,113.595,2970.31,71.8588,8.79584,0.490568,7220678.677,991.5620882,2,1,2
2913,2,682.087,30.9674,1093.74,63.6178,4477.93,24.405,2.92318,0.550748,7956801.812,946.126682,1,1,2
2914,2,1653.54,27.3536,2078.73,213.026,3894.74,16.7955,6.69221,0.385876,5369607.513,1528.727264,1,1,2
2915,2,148.716,186.574,519.559,40.1545,5419.24,13.6573,8.79054,0.718176,7037259.012,821.7901079,2,1,2
2916,2,223.559,32.663,663.317,35.0124,5419.24,20.5233,9.79116,0.600506,7809246.235,863.7214362,2,1,2
2917,2,315.653,24.8036,549.676,160.671,2080.25,12.641,6.85381,0.793566,3520178.889,734.2667692,1,1,2
2918,2,919.892,321.002,1331.04,371.059,2214.21,37.4386,19.7851,0.445941,9552489.523,641.5494566,1,1,2
2919,2,1095.68,140.941,1333.19,213.932,2976.26,27.6362,10.7661,0.552555,9458971.441,670.3190122,2,1,2
2920,2,960.148,198.116,1178.93,151.275,2976.26,22.6698,9.74192,0.509256,7722179.041,818.7453628,2,1,2
2921,3,968.871,161.469,1212.9,141.232,2976.26,12.9085,9.13954,0.541164,7033395.9,821.0559814,2,1,3
2922,2,942.406,212.917,1168.23,159.794,2976.26,25.8337,9.72506,0.50099,8226642.041,820.3979544,2,1,2
2923,3,658.794,30.0388,1706.21,39.9012,5208.5,66.3592,8.7598,0.467713,6393940.067,1251.962712,2,1,3
2924,2,201.892,30.1015,2189.16,152.222,4088.59,25.7662,5.06712,0.558347,5737928.458,940.8698521,1,1,2
2925,2,606.766,100.081,709.329,147.347,829.85,9.03212,7.93726,0.719274,7084666.627,452.0006829,1,1,2
2926,2,1033.18,20.0909,1413.11,127.99,5289.86,6.12152,3.034,0.585155,6888751.865,1077.499125,2,1,2
2927,3,1762.72,16.9605,2157.87,216.779,3894.74,27.5716,11.3766,0.402427,6576155.498,730.9908973,2,1,3
2928,3,1665.08,139.102,2074.95,351.312,3894.74,38.6816,7.00658,0.398783,6098193.758,820.3924998,2,1,3
2929,2,1715.13,69.0444,2126.56,116.079,2945.95,40.889,9.36323,0.401683,6371081.716,1319.351536,1,1,2
2930,2,1474.73,122.264,1868.29,448.765,3699.84,29.5963,8.42566,0.449941,6980001.857,816.5364553,2,1,2
2931,2,1525.66,93.6271,1903.35,390.408,3699.84,24.6314,10.1471,0.423225,6449506.343,799.8791407,2,1,2
2932,2,1374.39,43.4337,1773.21,455.037,3699.84,40.0782,9.54415,0.44132,7178308.834,736.4962164,1,1,2
2933,3,1200.91,23.8308,1577.24,297.519,3501.07,36.6938,17.3816,0.491505,7536294.766,1326.391418,1,1,3
2934,2,952.481,126.552,1359.07,40.2759,3338.87,13.4048,8.86154,0.584109,5463167.571,937.9613978,1,1,2
2935,2,1001.85,21.1859,1387.22,146.251,3360.63,5.10836,2.67094,0.552246,5301966.663,577.7463865,1,1,2
2936,2,712.439,90.3706,1134.34,65.0976,3338.87,17.9046,5.97065,0.512945,3347402.052,1145.397412,1,1,2
2937,3,780.314,39.6312,1194.62,49.5657,3338.87,29.8429,7.70899,0.582078,6812508.737,1226.80108,1,1,3
2938,2,704.986,108.032,1124.16,93.436,3338.87,17.1141,7.02152,0.503629,6144459.669,1283.489167,1,1,2
2939,2,715.356,130.59,1102.83,139.035,3338.87,15.3484,7.22259,0.523018,7126104.46,387.9310048,1,1,2
2940,2,1710,20.4295,2105.93,205.139,3894.74,24.0032,7.2757,0.39835,6208024.368,1141.92135,1,1,2
2941,2,462.923,259.63,494.698,119.086,5441.24,14.639,4.31696,0.638648,5065914.234,1090.877436,3,1,2
2942,3,141.5,206.626,499.896,60.2106,5419.24,10.491,9.82835,0.726757,7629282.047,821.7498297,2,1,3
2943,2,199.853,239.179,281.869,83.7131,2718,5.90794,7.09843,0.816308,8156974.056,806.2782126,3,1,2
2944,2,220.94,168.236,208.818,167.147,2718,14.0504,11.7059,0.841893,7565121.292,1208.646207,3,1,2
2945,3,401.786,202.555,244.295,51.2502,5101.22,7.60055,6.61899,0.867733,7927949.628,1301.447096,3,1,3
2946,2,369.158,159.606,203.024,111.172,5101.22,15.3491,6.24159,0.884685,9131135.638,788.572606,3,1,2
2947,2,320.201,163.044,208.112,124.312,5101.22,13.0279,10.8671,0.899168,6626611.437,816.6646403,3,1,2
2948,2,391.863,143.248,186.073,120.757,5101.22,14.8321,8.73564,0.878644,9639582.99,930.1047917,3,1,2
2949,2,889.461,282.247,1173.83,224.041,2976.26,33.5352,8.3489,0.417013,7934411.623,1093.220957,2,1,2
2950,2,967.179,184.522,1190.02,145.29,2976.26,19.2427,9.85518,0.523084,6843692.946,819.5838481,2,1,2
2951,2,1794.51,85.1114,2229.19,115.291,3894.74,20.2761,2.61519,0.499557,3415928.268,805.6434108,1,1,2
2952,3,607.336,38.0256,1750.78,57.1549,5208.5,68.0615,12.3682,0.488398,7910744.577,2235.257733,2,1,3
2953,2,598.874,74.0947,1723.58,85.8312,5208.5,65.1836,9.03051,0.490478,7646102.935,1080.214061,1,1,2
2954,2,332.016,23.4762,1641.86,33.4671,3125.72,40.1835,7.31985,0.827862,7165691.098,869.5936013,1,1,2
2955,2,290.124,21.799,1636.49,32.2151,3125.72,35.104,5.80663,0.834852,7971786.356,1086.678853,1,1,2
2956,2,752.047,71.2721,1024.34,363.239,4439.86,23.5135,13.558,0.511733,7379558.647,706.1036802,1,1,2
2957,2,857.748,51.7907,1211.61,104.964,3338.87,28.0445,6.73283,0.661328,6438782.481,556.9560103,1,1,2
2958,2,559.636,21.3376,560.918,219.264,4883.75,5.93955,5.93162,0.688955,12844223.55,309.1760536,2,1,2
2959,5,81.5188,36.7049,285.164,137.213,5126.11,3.76854,0.834374,0.554792,7987699.874,1507.671356,3,1,5
2960,2,1599.13,26.2363,1914.95,373.697,3016.18,45.0281,14.7966,0.805943,5650630.462,957.0540876,2,1,2
2961,1,1554.48,132.046,1903.95,316.169,3016.18,21.8202,3.03171,0.753442,4822605.844,203.41591,2,1,1
2962,1,2206.85,122.215,2580.79,150.31,2970.31,43.9961,12.4619,0.504079,3584076.744,618.0517384,2,1,1
2963,1,324.935,44.363,570.367,156.55,2080.25,12.8163,4.54228,0.788216,4351043.644,435.0724242,1,1,1
2964,2,466.201,42.3903,396.225,117.632,6470.84,11.2617,4.52486,0.806477,2787151.355,2328.248298,2,1,2
2965,3,123.899,22.173,2157.82,33.852,4534.17,43.9804,14.0457,0.609058,8227072.392,721.4403169,2,1,3
2966,1,1141.82,69.5198,1458.29,157.227,1701.31,8.39166,5.1531,0.594228,7375180.69,404.6957437,1,1,1
2967,1,1122.49,69.6012,1442.29,137.299,1701.31,8.63356,5.86441,0.596787,7345604.801,404.6977323,1,1,1
2968,1,2219.01,85.3881,2569.18,190.555,2970.31,57.266,16.6258,0.488855,2931243.943,501.7155216,2,1,1
2969,2,926.332,93.8508,1200.76,290.871,4629.72,30.1871,19.3398,0.514943,8270395.221,694.1399649,1,1,2
2970,2,956.566,59.7919,1228.04,315.419,4629.72,34.0749,15.6712,0.531332,8085122.242,690.9291617,1,1,2
2971,1,1395.53,122.295,1722.38,152.81,3518.65,30.1214,6.02656,0.496984,7156571.667,215.3466658,1,1,1
2972,1,1376,120.021,1700.38,137.217,3518.65,33.2056,12.6491,0.499032,6777485.648,216.6801107,1,1,1
2973,2,1290.33,165.856,1706.96,388.257,4001.74,17.2659,5.94519,0.485047,5898720.341,2442.777445,1,1,2
2974,2,668.82,28.8349,684.163,58.3191,829.85,15.3227,8.86808,0.721796,5779714.778,561.7560014,1,1,2
2975,3,270.203,29.7929,73.514,59.5557,1309.66,6.94295,4.88181,0.779675,8498624.969,2920.901023,3,1,3
2976,2,860.741,63.1391,1216.79,83.0105,3360.63,4.30377,1.06792,0.588923,5902501.097,515.7945539,2,1,2
2977,1,682.663,64.5686,931.6,99.4808,2976.26,13.1722,9.75325,0.628545,6550430.025,224.735804,1,1,1
2978,1,662.355,81.0073,934.449,62.3994,2976.26,10.7193,7.51119,0.648855,7375323.609,239.1983071,1,1,1
2979,1,659.561,67.5416,924.34,67.3694,2976.26,10.4708,8.33302,0.648855,7375323.609,285.0141745,1,1,1
2980,1,657.444,53.4345,913.709,75.2501,2976.26,9.73608,10.9565,0.642513,7313248.121,289.1657532,1,1,1
2981,1,676.868,76.8505,937.712,79.2678,2976.26,11.2128,5.00282,0.635262,7079129.324,452.7028891,1,1,1
2982,2,1401.68,27.2676,1778.91,137.692,3518.65,44.4789,8.30398,0.486057,7289966.908,345.8686488,1,1,2
2983,3,324.112,129.585,175.026,158.939,5101.22,18.8527,10.758,0.899353,6813132.618,2429.771424,3,1,3
2984,2,1639.55,27.5822,2014.1,181.417,3016.18,54.2216,11.514,0.604369,11481697.83,892.6180157,1,1,2
2985,1,367.671,76.8072,710.538,125.266,2080.25,9.10805,4.65701,0.756522,6838850.413,401.2699089,1,1,1
2986,2,1391.31,30.0892,178.219,139.328,4165.83,13.904,4.78375,0.701686,5324258.395,752.7081864,2,1,2
2987,1,752.087,32.5907,1862.32,126.618,4254.93,43.5616,13.3473,0.506469,5989575.275,408.4945412,2,1,1
2988,1,753.387,28.3504,1852.09,117.562,4254.93,44.6515,11.79,0.507588,6216508.534,483.6213811,2,1,1
2989,1,1079.06,67.0234,1424.35,241.37,3501.07,22.5018,12.0995,0.536312,5956725.22,357.1398021,1,1,1
2990,4,1081.27,28.8901,1416.22,263.835,3501.07,31.2253,14.5943,0.561714,4642788.37,404.8021892,1,1,4
2991,1,1069.4,69.1216,1414.48,233.305,3501.07,22.2943,11.536,0.561714,4642788.37,404.5641658,1,1,1
2992,2,1394.71,106.617,1725.6,139.738,3518.65,30.4983,5.9255,0.496984,7264689.774,791.855085,1,1,2
2993,2,1004.76,182.862,1415.67,95.582,3338.87,10.8031,7.46275,0.634182,5724011.248,1101.18719,1,1,2
2994,3,1074.72,44.0167,1413.27,221.45,3501.07,29.8638,12.5597,0.513185,6065504.41,1582.482853,1,1,3
2995,2,879.87,28.0679,1240.83,112.681,3338.87,31.4763,7.62601,0.660549,6637438.299,799.8893632,2,1,2
2996,3,775.315,82.035,74.7632,41.2661,8343.24,4.71662,3.50285,0.717468,29376079.33,5570.446156,3,1,3
2997,2,762.147,33.4741,226.135,227.586,4225.03,41.3847,7.77935,0.681047,1986741.013,617.0191165,2,1,2
2998,3,293.749,47.8289,88.4774,75.8916,9593.39,10.758,8.167,0.872263,14119523.23,7805.462946,3,1,3
2999,2,1116.73,40.5924,1485.85,164.136,5289.86,8.95228,7.90767,0.610549,6033666.149,1544.006849,2,1,2
3000,5,58.575,64.4191,316.11,164.502,5126.11,3.72653,1.19828,0.589354,6410325.25,1512.47817,3,1,5
3002,1,985.662,33.3906,1334.2,14.817,1701.31,10.3794,2.70172,0.606071,3126003.538,157.125761,2,1,1
3003,1,574.79,20.6954,106.862,69.6128,2676.57,5.21943,1.40719,0.659583,7098558.376,898.7080866,3,1,1
3004,1,1354.3,32.2345,2161.72,228.519,3564.31,20.7079,9.12088,0.501524,5379076.302,417.908889,1,1,1
3005,1,1737.13,57.7046,2662.49,136.376,3309.82,18.6473,8.8598,0.737306,5115512.8,406.4442338,1,1,1
3006,1,1295.23,35.5355,1665.87,343.1,5289.86,19.06,6.44094,0.642156,7963605.351,3396.002929,2,1,1
3007,1,1557.44,35.9171,1873.34,377.841,3016.18,44.8222,10.1325,0.804051,4767922.918,397.4504693,1,1,1
3008,1,1574.5,36.436,1888.33,375.139,3016.18,45.7423,12.1156,0.80366,4793686.373,447.9282948,1,1,1
3009,1,1705.74,41.4385,2064.84,194.072,3016.18,56.8573,13.9388,0.626721,4690721.996,1010.924354,1,1,1
3010,1,1721.57,54.8505,2070.18,206.525,3016.18,53.0009,14.1351,0.629574,1693263.031,611.5711779,1,1,1
3011,1,1924.39,47.0283,2298.23,97.9301,2970.31,56.7161,14.584,0.503366,5543186.198,517.0517808,1,1,1
3012,1,1909.23,33.7416,2289.68,103.972,2970.31,60.7236,15.9161,0.508921,5125410.698,777.3688937,1,1,1
3013,1,1752.77,32.4828,2147.46,232.391,3894.74,28.6408,9.75485,0.396691,6901614.843,504.1910942,2,1,1
